INCIDENT_NUMBER,DATE_OCCURED,UOR_DESC,PREMISE_TYPE,OFFICER_ATTACKED
80-21-018218,4/2/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018219,3/30/2021,MENACING,GOVERNMENT / PUBLIC BUILDING,0
80-21-018228,4/2/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-018229,4/1/2021,CRIMINAL ABUSE-2ND DEGREE-CHILD 12 OR UNDER,CHILD DAYCARE FACILITY,0
80-21-018230,4/2/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018232,4/1/2021,ASSAULT - 4TH DEGREE (CHILD ABUSE),RESIDENCE / HOME,0
80-21-018234,3/27/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018240,4/1/2021,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,1
80-21-018246,4/2/2021,MENACING,RESIDENCE / HOME,0
80-21-018264,4/2/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018270,4/2/2021,TERRORISTIC THREATENING 3RD DEGREE,OTHER / UNKNOWN,0
80-21-018290,4/2/2021,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-018295,4/2/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018305,4/2/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018315,4/2/2021,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-21-018320,4/2/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018321,4/2/2021,TERRORISTIC THREATENING 3RD DEGREE,COMMERCIAL / OFFICE BUILDING,0
80-21-018324,4/2/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018327,4/2/2021,MENACING,HIGHWAY / ROAD / ALLEY,0
80-21-018334,4/2/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018345,4/2/2021,WANTON ENDANGERMENT-1ST DEGREE,SERVICE / GAS STATION,0
80-21-018347,4/2/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018356,4/2/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018363,4/2/2021,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-018366,4/2/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018367,4/2/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018371,4/2/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018377,4/2/2021,ASSAULT - 1ST DEGREE,BAR / NIGHT CLUB,0
80-21-018380,4/3/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-018387,4/3/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-018388,4/3/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-018396,4/3/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-018398,4/3/2021,ABANDONMENT OF MINOR,RESIDENCE / HOME,0
80-21-018407,4/3/2021,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-21-018410,4/3/2021,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,OTHER RESIDENCE (APARTMENT/CONDO),1
80-21-018416,4/3/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018423,4/3/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018431,4/3/2021,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,JAIL / PENITENTARY,1
80-21-018436,4/3/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-21-018438,4/3/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018439,4/3/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018447,4/3/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018451,4/3/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-018452,4/3/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018459,4/3/2021,WANTON ENDANGERMENT-1ST DEGREE,HOTEL / MOTEL / ETC.,0
80-21-018462,4/3/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018465,4/3/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-018476,4/3/2021,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-018480,4/3/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018509,4/3/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-018517,4/3/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),DEPARTMENT / DISCOUNT STORE,0
80-21-018521,4/3/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018523,4/3/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018527,4/3/2021,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-018532,4/3/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,HOTEL / MOTEL / ETC.,0
80-21-018535,4/4/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-018536,4/3/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-21-018538,4/3/2021,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-018541,4/3/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018552,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018553,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018557,4/4/2021,OBSTRUCTING GOVERNMENTAL OPERATIONS,HIGHWAY / ROAD / ALLEY,1
80-21-018562,4/4/2021,ASSAULT - 1ST DEGREE,BAR / NIGHT CLUB,0
80-21-018563,4/4/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018564,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018568,4/4/2021,ASSAULT - 2ND DEGREE,PARKING LOT / GARAGE,0
80-21-018574,4/4/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018576,4/4/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-018580,4/4/2021,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,RESIDENCE / HOME,0
80-21-018587,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018591,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018596,4/4/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-018602,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018603,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018606,4/4/2021,"ASSAULT, 4TH DEGREE DATING VIOLENCE (MINOR INJURY)",RESIDENCE / HOME,0
80-21-018638,4/4/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-018639,4/4/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-018642,4/4/2021,"ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)",PARKING LOT / GARAGE,0
80-21-018643,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-018647,4/4/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,HIGHWAY / ROAD / ALLEY,0
80-21-018651,4/4/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),HIGHWAY / ROAD / ALLEY,0
80-21-018658,4/3/2021,TERRORISTIC THREATENING 3RD DEGREE,"SPECIALTY STORE (TV, FUR, ETC)",0
80-21-018662,4/4/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-018665,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,HIGHWAY / ROAD / ALLEY,0
80-21-018672,4/4/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-018674,4/4/2021,HARASSMENT (NO PHYSICAL CONTACT),GROCERY / SUPERMARKET,0
80-21-018677,4/4/2021,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,RESIDENCE / HOME,0
80-21-018678,4/4/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018679,4/4/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018681,4/4/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-018686,4/4/2021,MURDER ATTEMPTED,SERVICE / GAS STATION,0
80-21-018691,4/4/2021,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-21-018695,4/4/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-21-018697,4/4/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018700,4/4/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018707,4/5/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-018713,4/5/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-018715,4/5/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018722,4/5/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-21-018723,4/5/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018768,4/5/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018786,4/5/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018794,4/2/2021,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-018798,4/1/2021,TERRORISTIC THREATENING 3RD DEGREE,HOMELESS SHELTER / MISSION,0
80-21-018820,3/15/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-018821,4/4/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-018839,4/1/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),DEPARTMENT / DISCOUNT STORE,0
80-21-018848,4/5/2021,TERRORISTIC THREATENING 3RD DEGREE,BANK / SAVINGS & LOAN,0
80-21-018856,3/22/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-018858,4/5/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018866,4/5/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-018868,4/3/2021,MENACING,SERVICE / GAS STATION,1
80-21-018881,4/4/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018906,4/5/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-018917,4/5/2021,HARASSMENT (NO PHYSICAL CONTACT),LIQUOR STORE,0
80-21-018925,4/5/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-018933,4/5/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,HIGHWAY / ROAD / ALLEY,0
80-21-018935,4/3/2021,ASSAULT - 4TH DEGREE (CHILD ABUSE),PARKING LOT / GARAGE,0
80-21-018939,4/5/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018942,4/5/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018963,4/5/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018965,4/5/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER / UNKNOWN,0
80-21-018968,4/5/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-018973,4/5/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018974,4/5/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018977,4/5/2021,KIDNAPPING-ADULT,HIGHWAY / ROAD / ALLEY,0
80-21-018979,4/3/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-018988,4/5/2021,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,PARK / PLAYGROUND,0
80-21-018992,4/5/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-018994,4/5/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-018996,4/6/2021,"ASSAULT, 4TH DEGREE DATING VIOLENCE (MINOR INJURY)",RESIDENCE / HOME,0
80-21-019002,4/6/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019006,4/6/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019008,4/6/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-019011,4/6/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-019015,4/6/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019018,4/6/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019024,4/6/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-019027,4/6/2021,TERRORISTIC THREATENING 3RD DEGREE,CONVENIENCE STORE,0
80-21-019041,4/6/2021,TERRORISTIC THREATENING 3RD DEGREE,COMMERCIAL / OFFICE BUILDING,0
80-21-019053,3/25/2021,HARASSMENT (NO PHYSICAL CONTACT),HIGHWAY / ROAD / ALLEY,0
80-21-019060,1/11/2021,ASSAULT - 1ST DEGREE,LIQUOR STORE,0
80-21-019061,3/31/2021,MENACING,HIGHWAY / ROAD / ALLEY,1
80-21-019073,4/5/2021,MENACING,HIGHWAY / ROAD / ALLEY,1
80-21-019074,4/6/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-019078,4/6/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-019079,4/5/2021,TERRORISTIC THREATENING 3RD DEGREE,DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-21-019084,4/5/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019097,4/6/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019098,4/6/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019103,4/6/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-019105,4/4/2021,TERRORISTIC THREATENING 3RD DEGREE,CYBERSPACE,0
80-21-019118,4/4/2021,TERRORISTIC THREATENING 3RD DEGREE,RESTAURANT,0
80-21-019124,4/6/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019133,4/6/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019134,4/6/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),HOTEL / MOTEL / ETC.,0
80-21-019136,4/6/2021,STRANGULATION 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019146,4/6/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019173,4/6/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019180,4/6/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-21-019192,4/6/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019194,4/6/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),HIGHWAY / ROAD / ALLEY,0
80-21-019199,4/6/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019207,4/6/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-019214,4/6/2021,TERRORISTIC THREATENING 3RD DEGREE,DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-21-019218,4/6/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019219,4/6/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019220,4/6/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-019230,4/6/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019237,4/6/2021,TERRORISTIC THREATENING 3RD DEGREE,SERVICE / GAS STATION,0
80-21-019238,4/6/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,SCHOOL - ELEMENTARY / SECONDARY,0
80-21-019242,4/6/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019244,4/6/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019246,4/6/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019251,4/6/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-21-019257,4/7/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER / UNKNOWN,0
80-21-019258,4/6/2021,MENACING,PARKING LOT / GARAGE,0
80-21-019269,4/7/2021,STALKING-2ND DEGREE,OTHER / UNKNOWN,0
80-21-019271,4/7/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-019287,4/7/2021,ASSAULT - 1ST DEGREE,PARKING LOT / GARAGE,0
80-21-019296,4/7/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019311,4/7/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019322,4/7/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-019331,4/6/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019339,4/7/2021,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-21-019342,4/7/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-019346,4/7/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019354,4/6/2021,TERRORISTIC THREATENING 3RD DEGREE,COMMERCIAL / OFFICE BUILDING,0
80-21-019361,4/7/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-019363,4/7/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019376,4/7/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-019382,4/7/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019385,4/6/2021,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019388,4/7/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019392,4/7/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-019394,4/7/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-019401,4/7/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019402,4/7/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-019403,4/7/2021,ASSAULT - 2ND DEGREE,PARK / PLAYGROUND,0
80-21-019405,4/7/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019409,4/7/2021,ASSAULT - 4TH DEGREE (CHILD ABUSE),RESIDENCE / HOME,0
80-21-019413,4/7/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),CONVENIENCE STORE,0
80-21-019427,4/7/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019428,4/7/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019436,4/7/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,GROCERY / SUPERMARKET,0
80-21-019437,4/7/2021,ASSAULT - 1ST DEGREE,RESIDENCE / HOME,0
80-21-019440,4/7/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019442,4/7/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER / UNKNOWN,0
80-21-019445,4/7/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019451,4/7/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019452,4/7/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019455,4/7/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019458,4/7/2021,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019463,4/7/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019469,4/7/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-21-019472,4/8/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-21-019475,4/8/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019488,4/8/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019490,4/8/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019500,4/8/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019508,4/8/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,HOMELESS SHELTER / MISSION,0
80-21-019509,4/8/2021,WANTON ENDANGERMENT-1ST DEGREE,PARKING LOT / GARAGE,0
80-21-019511,4/8/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019513,4/8/2021,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-21-019517,4/8/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019518,4/8/2021,WANTON ENDANGERMENT-1ST DEGREE,RESTAURANT,0
80-21-019529,4/7/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-019535,4/8/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-21-019538,4/8/2021,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019548,4/6/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019556,4/8/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019563,4/8/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-21-019576,4/8/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019587,4/8/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019590,4/8/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019591,4/8/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019627,4/8/2021,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019631,4/8/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019632,4/8/2021,ASSAULT - 1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019635,4/8/2021,CUSTODIAL INTERFERENCE-FELONY,RESIDENCE / HOME,0
80-21-019636,4/8/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-21-019637,4/8/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),SERVICE / GAS STATION,0
80-21-019640,4/8/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019645,4/8/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-019646,4/8/2021,WANTON ENDANGERMENT-1ST DEGREE,SERVICE / GAS STATION,0
