ID,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,OFFENSE_CITY,OFFENSE_ZIP
7396,80-19-084894,11/16/2019 13:55,11/16/2019 13:48,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,1500 BLOCK LARCHMONT AVE                                    ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
7397,80-19-084894,11/16/2019 13:55,11/16/2019 13:48,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,1500 BLOCK LARCHMONT AVE                                    ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
7398,80-20-017865,3/16/2020 20:46,3/16/2020 20:46,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,435,HIGHWAY / ROAD / ALLEY,BLUEGRASS AVE / TAYLOR BLVD                                 ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
7399,80-20-017085,3/13/2020 9:52,3/9/2020 10:55,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,1700 BLOCK W OAK ST                                         ,DISARMING A PEACE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40210
7400,80-20-017865,3/16/2020 20:46,3/16/2020 20:46,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,435,CONVENIENCE STORE,BLUEGRASS AVE / TAYLOR BLVD                                 ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
7401,80-20-015285,3/5/2020 20:27,3/5/2020 20:27,ASSAULT,13B,PART II,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY,6200 BLOCK BARLEY AVE                                       ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40218
7402,80-20-021690,4/7/2020 10:25,4/7/2020 10:14,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,PARKING LOT / GARAGE,S 26TH ST / W BROADWAY                                      ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40211
7403,80-20-021690,4/7/2020 10:25,4/7/2020 10:14,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,PARKING LOT / GARAGE,S 26TH ST / W BROADWAY                                      ,HARASSMENT (NO PHYSICAL CONTACT),YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40211
7404,80-20-017085,3/13/2020 9:52,3/9/2020 10:55,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,1700 BLOCK W OAK ST                                         ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40210
7405,80-20-015285,3/5/2020 20:27,3/5/2020 20:27,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY,6200 BLOCK BARLEY AVE                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40218
7406,80-21-033854,6/13/2021 3:10,6/13/2021 3:00,ASSAULT,13C,PART II,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME,8800 BLOCK HOMEWOOD CT                                      ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,MURRAY_HILL,40241
7407,80-21-033854,6/13/2021 3:10,6/13/2021 3:00,ASSAULT,13A,PART I,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME,8800 BLOCK HOMEWOOD CT                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,MURRAY_HILL,40241
7408,80-21-033854,6/13/2021 3:10,6/13/2021 3:00,ASSAULT,13A,PART I,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME,8800 BLOCK HOMEWOOD CT                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,MURRAY_HILL,40241
7409,80-21-033591,6/11/2021 20:37,6/11/2021 18:20,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,435,DRUG STORE/DR`S OFFICE/HOSPITAL,1800 BLOCK BLUEGRASS AVE                                    ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40215
7410,80-21-024808,4/29/2021 23:36,4/29/2021 23:30,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME,4400 BLOCK ESTHER AVE                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40216
7411,80-21-024808,4/29/2021 23:36,4/29/2021 23:30,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME,4400 BLOCK ESTHER AVE                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40216
7412,80-21-041239,7/16/2021 1:01,7/16/2021 1:01,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,134,PARKING LOT / GARAGE,1400 BLOCK FRANKFORT AVE                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40206
7413,80-21-033854,6/13/2021 3:10,6/13/2021 3:00,ASSAULT,13B,PART II,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME,8800 BLOCK HOMEWOOD CT                                      ,ASSAULT - 4TH DEGREE (MINOR INJURY),YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,MURRAY_HILL,40241
7414,80-21-041239,7/16/2021 1:01,7/16/2021 1:01,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,134,PARKING LOT / GARAGE,1400 BLOCK FRANKFORT AVE                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40206
7415,80-20-064663,10/29/2020 22:58,10/29/2020 22:45,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,1700 BLOCK W KENTUCKY ST                                    ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40210
7416,80-20-058398,9/24/2020 22:00,9/24/2020 21:59,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 5TH ST / YORK ST                                          ,ASSAULT 3RD - PEACE OFFICER -  COMMUNICABLE BODILY FLUID,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)",LOUISVILLE,40203
7417,80-20-058398,9/24/2020 22:00,9/24/2020 21:59,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 5TH ST / YORK ST                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)",LOUISVILLE,40203
7418,80-20-064663,10/29/2020 22:58,10/29/2020 22:45,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME,1700 BLOCK W KENTUCKY ST                                    ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40210
7419,80-20-058398,9/24/2020 22:00,9/24/2020 21:59,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 5TH ST / YORK ST                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)",LOUISVILLE,40203
7420,80-20-058398,9/24/2020 22:00,9/24/2020 21:59,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 5TH ST / YORK ST                                          ,ASSAULT 3RD - PEACE OFFICER -  COMMUNICABLE BODILY FLUID,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)",LOUISVILLE,40203
7421,80-20-058398,9/24/2020 22:00,9/24/2020 21:59,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 5TH ST / YORK ST                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)",LOUISVILLE,40203
7422,80-20-058398,9/24/2020 22:00,9/24/2020 21:59,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 5TH ST / YORK ST                                          ,ASSAULT 3RD - PEACE OFFICER -  COMMUNICABLE BODILY FLUID,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)",LOUISVILLE,40203
7423,80-20-042648,7/18/2020 15:08,7/18/2020 15:08,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,600 BLOCK KATHLEEN AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40215
7424,80-20-042648,7/18/2020 15:08,7/18/2020 15:08,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,600 BLOCK KATHLEEN AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40215
7425,80-20-042648,7/18/2020 15:08,7/18/2020 15:08,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,600 BLOCK KATHLEEN AVE                                      ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40215
7426,80-20-043130,7/20/2020 19:42,7/20/2020 19:42,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,GRANT AVE / INVERNESS AVE                                   ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40214
7427,80-20-043130,7/20/2020 19:42,7/20/2020 19:42,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,GRANT AVE / INVERNESS AVE                                   ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40214
7428,80-21-026085,5/9/2021 2:26,5/9/2021 1:26,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY,S 17TH ST / W LEE ST                                        ,ASSAULT 3RD - PEACE OFFICER -  COMMUNICABLE BODILY FLUID,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40210
7429,80-21-026641,5/11/2021 11:57,5/11/2021 11:57,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,600 BLOCK S 38TH ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40211
7430,80-21-026641,5/11/2021 11:57,5/11/2021 11:57,ASSAULT,13B,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,600 BLOCK S 38TH ST                                         ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40211
7431,80-21-042551,7/21/2021 21:45,7/21/2021 19:40,ASSAULT,13C,PART II,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME,700 BLOCK ZORN AVE                                          ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40206
7432,80-21-042551,7/21/2021 21:45,7/21/2021 19:40,ASSAULT,13A,PART I,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME,700 BLOCK ZORN AVE                                          ,DISARMING A PEACE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40206
7433,80-21-026085,5/9/2021 2:26,5/9/2021 1:26,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY,S 17TH ST / W LEE ST                                        ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40210
7434,80-12-018118,2/27/2012 16:27,2/27/2012 16:27,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,1100 BLOCK S 2ND ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40203
7435,80-12-018118,2/27/2012 16:27,2/27/2012 16:27,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,1100 BLOCK S 2ND ST                                         ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40203
7436,80-12-021015,3/17/2012 23:39,3/17/2012 23:39,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY,8000 BLOCK DIXIE HWY                                        ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40258
7437,80-11-103111,12/20/2011 15:39,12/20/2011 15:39,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,N 17TH ST / NELLIGAN AVE                                    ,MURDER - POLICE OFFICER ATTEMPTED,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40203
7438,80-11-103111,12/20/2011 15:39,12/20/2011 15:39,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,N 17TH ST / NELLIGAN AVE                                    ,MURDER - POLICE OFFICER ATTEMPTED,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40203
7439,80-12-007914,1/29/2012 21:47,1/29/2012 21:19,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,1400 BLOCK ARCADE AVE                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40215
7440,80-12-007914,1/29/2012 21:47,1/29/2012 21:19,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,1400 BLOCK ARCADE AVE                                       ,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40215
7441,80-11-103111,12/20/2011 15:39,12/20/2011 15:39,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,N 17TH ST / NELLIGAN AVE                                    ,MURDER - POLICE OFFICER ATTEMPTED,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40203
7442,80-12-007914,1/29/2012 21:47,1/29/2012 21:19,ASSAULT,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,1400 BLOCK ARCADE AVE                                       ,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40215
7443,80-12-007914,1/29/2012 21:47,1/29/2012 21:19,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,1400 BLOCK ARCADE AVE                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40215
7444,80-12-006600,1/24/2012 22:19,1/24/2012 1:41,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY,6200 BLOCK MIDDLEROSE CIR                                   ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40272
7445,80-12-006600,1/24/2012 22:19,1/24/2012 1:41,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY,6200 BLOCK MIDDLEROSE CIR                                   ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40272
7446,80-12-021015,3/17/2012 23:39,3/17/2012 23:39,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,315,HIGHWAY / ROAD / ALLEY,8000 BLOCK DIXIE HWY                                        ,TERRORISTIC THREATENING 2ND DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40258
7447,80-14-051984,7/12/2014 22:09,7/12/2014 22:00,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,134,PARK / PLAYGROUND,1200 BLOCK RIVER RD                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40206
7448,80-14-051984,7/12/2014 22:09,7/12/2014 22:00,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,134,PARK / PLAYGROUND,1200 BLOCK RIVER RD                                         ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40206
7449,80-15-005437,1/21/2015 19:05,1/21/2015 19:00,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 4TH ST / W CHESTNUT ST                                    ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
7450,80-15-005437,1/21/2015 19:05,1/21/2015 19:00,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 4TH ST / W CHESTNUT ST                                    ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
7451,80-15-006673,1/26/2015 10:14,1/26/2015 10:03,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,300 BLOCK ROY WILKINS AVE                                   ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7452,80-15-006673,1/26/2015 10:14,1/26/2015 10:03,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,300 BLOCK ROY WILKINS AVE                                   ,WANTON ENDANGERMENT-2ND DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7453,80-15-006673,1/26/2015 10:14,1/26/2015 10:03,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,300 BLOCK ROY WILKINS AVE                                   ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7454,80-15-011127,2/11/2015 21:46,2/11/2015 21:45,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,134,HIGHWAY / ROAD / ALLEY,S 1ST ST / E MARKET ST                                      ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
7455,80-15-011127,2/11/2015 21:46,2/11/2015 21:45,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,134,HIGHWAY / ROAD / ALLEY,S 1ST ST / E MARKET ST                                      ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
7456,80-15-019245,3/17/2015 19:24,3/17/2015 19:24,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,1500 BLOCK SALE AVE                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
7457,80-15-019245,3/17/2015 19:24,3/17/2015 19:24,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,1500 BLOCK SALE AVE                                         ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40215
7458,80-15-090961,11/9/2015 3:47,11/9/2015 0:02,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,724,HIGHWAY / ROAD / ALLEY,7000 BLOCK LEISURE LN                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40229
7459,80-15-079428,10/3/2015 13:31,10/3/2015 13:31,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,423,PARK / PLAYGROUND,1700 BLOCK S WHEATMORE DR                                   ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40215
7460,80-16-043150,5/21/2016 21:03,5/21/2016 21:03,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,123,GOVERNMENT / PUBLIC BUILDING,0 BLOCK ARENA PLZ                                           ,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
7461,80-16-033369,4/21/2016 6:11,4/21/2016 6:11,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,2700 BLOCK S 5TH ST                                         ,ASSAULT - 3RD DEGREE (OFFICER TRANSPORTING INMATES),YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40208
7462,80-16-033369,4/21/2016 6:11,4/21/2016 6:11,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,2700 BLOCK S 5TH ST                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS",LOUISVILLE,40208
7463,80-16-031342,4/14/2016 23:34,4/14/2016 23:30,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,PARKING LOT / GARAGE,100 BLOCK W BROADWAY                                        ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
7464,80-16-031342,4/14/2016 23:34,4/14/2016 23:30,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,PARKING LOT / GARAGE,100 BLOCK W BROADWAY                                        ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40202
7465,80-16-022531,3/16/2016 21:15,3/16/2016 21:00,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,200 BLOCK CECIL AVE                                         ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40212
7466,80-16-022531,3/16/2016 21:15,3/16/2016 21:00,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY,200 BLOCK CECIL AVE                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40212
